sentiment,text
0,@tommcfly - Argh...I can't comment your previous post....what's happening?! I wanted to laugh at the &quot;hide behind Dougie&quot; one! 
0,is watchin The Crow on MTV...kinda stupid. leavin the beach in the morning 
0,@Magpie_Guy but I have no idea what I say to make that horrid Britney site follow me! But she keeps turning up no warning either 
0,"is enjoying another sunny day off work, but has to go to the dentist later "
1,But I'm guessing that one of my answers wasn't too far off then @carnalis?  Can I ask a friend?
1,"Good morning my honeys, have a great day even its monday "
1,@TinaGerow I should do the starbucks thing. No interruptions except that sexy barrista LOL. Then again he could be inspiration 
0,i seriously need to let all my thoughts out but there's nobody i want to talk to on msn 
0,"I really, really wish I could cook.... "
0,@xstex haha at least u can stay indoors i have to go and face work  bad times hope ur day is good x
1,just picked up my jeff. new brakes for him. 
1,@VENKSH hello *cheers* #coffeeclub! |_|] 
0,my birthday is in two days. i REALLY wish i was having a party  so bummed that im not
1,loving this kind of weather.. 
0,havent really slept any...looks like im not getting up in the morning 
1,filled her friends room with balloons 
0,@DAVEYATHAGREAT im feelin sum type ah way about that! -_- i wanted red lobsterssssss for lunch.. u dont wana kno what i recieved instead 
1,hmmm wow so me and jazz are gonna get some??? 
0,Curled up on the couch watching tv. Boo being sick 
0,JONAS BROTHERS LINES VINES AND TRYING TIMES OUT TODAY IF YOU'RE ON THE EAST COAST!! ...Which I am not  #LinesVinesTryingTimes
1,"@gleeofficial the real question is who isnt my fave? but its a tie between kurt, cory, and arty "
0,@rebeccarem yeah..were currently planning our complete cut off from you peeps 
1,@MartukaPop iÃÂ´m glad that i have helped you  so you are from Spain? IÃÂ´m from Portugal we are neighbors
0,storm clouds chased us home. loud party still going on at church.  makes me wish for that home in the quiet countryside.
0,@trakesht me think almost anythi wud be cool compared to indore now 
1,Yaay! #InappropriateMovies is up to #7 now 
1,trying to get a few more things in before i crashh..emiys coming tomorroww! 
0,@rj4dcu  Why don't companies understand we'd be more productive if we could watch soccer at work?
1,is on my way to Kenny's place for a game of mahjong! Wish me luck peeps!Woohoo..!!   
0,@MiDesfileNegro  that sucks. thats how late i was up last night. it didn't bug me tho cause thats what time Frank comes on lol xD
1,@esmeeworld voted and im not dutch ! really want outta here to be released in UK ! keep up the good work 
0,"little known fact: @blinktwice4y stole me from taylor swift. taylor, you belong with meee-eeee "
0,wow. i can't believe it....im graduating tomorrow =O  i dont want to leave yet lol 
1,Just waiting... Someone call/text me in the meantime 
0,@jerbarr  this is sad to read. I hope you are well..you seemed it yesterday. Let me know if there is anything I can do.
1,&quot;is in awe of everything she sees your way&quot; 
0,"2GB download + VPN + 3 Mbps = madness, 2GB UPLOAD + FTP + 0.5 Mbps = pure horror, 15 hours lost (and counting) on a Saturday = priceless "
0,Everyone is going on and on about Princes new album. Is it REALLY that good? Haven't heard it yet. 
1,Tired but off out never the less.  Time for a wash first.  Have a great saturday night all.  Loves my twit fam  xx
1,Having a rainy movie day with the girls 
1,@DebbieFletcher ahaha sounds like me  i go out to buy a tshirt and come home with a new pair of heels 
0,I'm thinking about installing windows 7 on my macbook cause my stuff is lagging in vmware fusion  dont feel like it though
1,@biancaduhh WOW im SOO HAPPY for you Bianca i know how much you wanted him to reply to you 
0,"@BaleBabe66 BF said &quot;oh, I can fix it in the morning&quot; and this morning I heard hims saying &quot;oh no&quot;, I take it that't not a good sign. "
1,"Another nice in London today, should be another nice afternoon in the park! My lifes so stressful "
0,cisco: smart work network in 15 centres around amsterdam - again not so innovative 
0,"Images of #neda dying shown on sky news, horrendous  #iranelection"
1,@taylorswift13 Everyone... Including you... Needs days off! 
0,oh dear - lets put today to bed 
0,our house has no water!!! 
1,@rj_anderson It is totally okay! I don't mind..i have gotten a lot of great feedback so it is fine! 
1,has thought of the most perfect present to buy him 
1,"@phoebealice_x i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ..."
1,"(via @mundens) @ferrouswheel #Kidneythieves : sounds ike a cross between Manson, NiN, &amp; Garbage!  http://twitter.com/mundens/statuses/ ..."
0,@elisabeth1280 I think I would literally cry if I lost my Curve!  Just thinking of losing it makes me tear up.  
0,no movie night.  wants a canon EOS rebel x1i real bad or and xsi.
0,Online shopping is such a money eater. 
1,bought cute salt shakers today  13dayyyyys!
0,@myhaloromance -cries- when i got out of walmart you were already gone 
1,@Charsue Lol come to my one in Earl's Court. I got a Fili one 
1,@tammytoes Awesome! Thanks! 
0,i miss annual camp 07 too much and i shouldn't. 
0,I am in mourning for the front passenger side of my car today after an unfortunate meeting with a metal post at work. 
0,Sitting in Denver on way to CA. But not for a vacation... 
0,"At the airport, not feeling well.. "
0,@SallytheShizzle  *HUG* try ur best. if u fail. whats the worst that could happen? u still gonna look for a job for the rest of the year?
0,They were out of blueberry scones at Expresso Royale 
0,"Uh-oh. Now they're playing @pearljam 's cover of Last Kiss. Watch out folks, I might starting crying soon...  (sniff) "
1,I'm chillin at home...just ready 2 chill n relax from a hard day at work 
1,@leanrocks  Thanks!
1,@anastaciakayray Hehe. Thanks. 
1,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
0,#shortstack is dropping 
1,@Kwamster OH good...I was pulling for Daddy and his happy Sunday. 
1,@HOTTASHLEHH i'm your only friend?  hahahha
1,"@junejumaoas yey.. you got twitter! mmmm. ramen is good!... anyways.. to EVERYONE: please come support us this friday, june 5 @ 19 east "
0,didn't go to school...got the cold 
1,MGMT and Tokyo Police Club = summer jams 
0,"Feeling dizzy, weak, achy, and feverish. Yay. "
1,@5toSucceed LOL Yes still here. 
0,@fernandaoiq cool so lucky... the show in chile is in 1 hor and Im not going...  but I know Ill have another chance... hahha
0,wtf is up with my laptop? Firefox is struggling and when I play music it keeps cutting out. 
1,@pawlclarke is filming! @karolinasky and I are entertained! 
1,happy sweet 16 th birthday to me !!!  
0,http://twitpic.com/7ulab - @sarahluv They're out. 
0,My candy bag is almost empty.. how sad!  haha!
0,why are the link colors not changing? even though i edited them in settings? 
0,need to go to bed but im not sleepy  mac on 16 percent battery dont feel like reaching 2 inches for the charger so im out! oh nvm celly!
1,"i wish i had someone to hang with tonight. but no, i'll be at home with my dog. lol. at least tomorrow i get to go to the beach with Joey "
0,@princesselinds no I haven't! hahah its just like realy summer-y but I'm not wearing anything close to that tonight 
0,@crunchycpst I just sent you my girl... have fun with her. Boy is crying crocodile tears cause he will miss her 
1,oh butternut squash soup tonight  turned out reallllyy nice too! so excited to try out more new recipes after my exams..
0,@christinelu kiddin?! I guess they're flying ANA not sure it's the same terminal 
0,"@LaurenConrad Hi Lauren, all my friends and I r Big Fans of the Hills, we feel like you guys r part of ur life....can't believe u've left "
1,@cartertwins I'm going to the CMA Music Festival and would love to be invited to the party! 
0,@soulsystah Woorreeeverrrrhhhh Say hi to Kudzi! I'm still working 
0,Ouch! My tooth brush ripped my monroe out. 
0,"@Hannahmeow oh thanks, I love you too  "
1,@shortstackband haha i already did and you already won 
1,@officialjaliyah oh hiii. 
1,The Offspring are awsome!! 
1,&quot;She falls asleep and all she dreams about is yooooou.&quot; 
1,@Retrorewind I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing 
0,@brismel I do not see you 
1,"Don't worry about a thing, every little thing is gonna be alright...yeah man, ty Bob "
1,"Anybody interested in a 2BHK house in Vijaynagar, plz DM me  #bangalore."
0,suddenly misses Cebu.  http://plurk.com/p/tqslo
1,@DJGrafx OK I'm gonna hold you to your word lol..Have a good night whenever that maybe for you 
1,couldn't be happier!what a turnaround 
0,"Back already, to windy tah go fishing.  wonderin what i should do now? http://sotrashed.com/r/113 #sotrashed"
0,the my kids @ my job are sooo adorable I'm totally going to miss them over the summer 
1,@CandiCunningham ha still an indication of good things  any more wedding coming up i can tag along  . i really need to build my port soon
0,Oh my gosh! HUGE thunder storm! My house is shaking! I'm so scared i'm like hiding under my bed! The thunder woke me up! 
1,"I'm home, happy and sleepy. I saw my geek face, the chinita, and got my phone case for my Tocco. I love everyone tonight. "
0,"Dam, I really miss riding the light and Tempe Town Lake "
1,i'm really happy!!!! coz my best friend made a gf 
0,@ddlovato I want to be a part of Camp Rock 2! But I don't know how :-&lt; and I'm in the Philippines 
0,the weather put out my cable!! im missing everything!! 
1,@GalaGonzalez yay! thank you thank you i'm so glad you like it! 
1,Didn't realise that I had hit the 5000 posts with my last tweet. 
1,@TommyBlack @bronzebeautyj @mrchrismichaels Details pls??? Lets get it on...got dibbs on the cute on 
1,@BrandiHeyy Hey Brandi! I saw you at 'Hannah Montana' and the music video 'It's All Right Here' .You rock!  
0,"@m4rkh Going away with my mum this weekend, so won't be around  Sounds ace though, reckon it's possible to do another one in a few weeks?"
1,@emily5burns Can't wait to see you! 
1,$$$--now im bout to eat 
0,Just got done doing CPR/running a Code...fun times at work today 
0,I'm gonna hung myself!!!!  'cause of BAC!
1,@chrisilluminati Sounds like a great idea! It is so beautiful for it! 
1,@kwprods go to your DM's/hit the little trash can - wa la ! No more spamming Crappity Smackers 
1,"@WinkedAt Heroes, as in the TV show. I mention it a lot on my Twitter so it's kind of earned itself the title of 'The H-Word', haha. "
0," Sydney, where are you? "
0,@vsteph oh dear 
0,@kgelert we both got beat 
1,"Right, should stop Twittering before people unfollow me (lol) and get ready for work. Happy Friday! Mwah to iBostin for #followfriday "
0,@JesseMcCartney why wont you be in Dallas with NKOTB? Now I can't see you! 
0,Blip.fm is not being particularly cooperative today.  #pawpawty
1,"@Savannah_Mara Yep, I saw it  It was awesome! Really creepy, too =D If you see it Tuesday, I'm totally coming to see it again, lol."
0,INSPIRATION OCLOCK:  Listening to Miley Cyrus - The Climb by myself in the office and wiping tears from my eyes 
1,"@MikeDavis88 like McGrew said earlier, changes will take time; a competitve run today was a great start - "
1,me and alex on our beach day  http://yfrog.com/0kna0j
0,"Talking to Johnny C and Anthony lee, STILL CONFSUED ON PHOTOSHOP! "
1,@rawdawgbuffalo I can't view your posts from the phone. Get mobile friendly 
1,just woke up. I have no plans today...like always.! 
0,Awwww I miss....   can't wait to b home!
1,LMAO sweet will have to ask my pops where he gets his 
1,"@ashleytisdale Kearny, NJ. Right outside NYC. "
0,@xbcammax i feel so bad for you  lol
0,picking up the phone was the wrong choice 
0,The day just gets better by the minute! Aagghh! 
